Data zamówienia	Kraj odbiorcy	Cena jednostkowa	Iloœæ	Nazwa produktu	Nazwisko	Stanowisko	Region
31.10.1996	Niemcy	26,60 z³	50	Wimmers gute Semmelknödel	Peacock	Przedstawiciel handlowy	WA
31.10.1996	Niemcy	10,00 z³	4	Scottish Longbreads	Peacock	Przedstawiciel handlowy	WA
31.10.1996	Niemcy	14,40 z³	15	Lakkalikööri	Peacock	Przedstawiciel handlowy	WA
01.11.1996	USA	32,00 z³	70	Northwoods Cranberry Sauce	Peacock	Przedstawiciel handlowy	WA
01.11.1996	USA	17,60 z³	35	Chef Anton's Cajun Seasoning	Peacock	Przedstawiciel handlowy	WA
04.11.1996	Niemcy	32,00 z³	70	Northwoods Cranberry Sauce	Fuller	Wiceprezes ds. sprzeda¿y	WA
04.11.1996	Niemcy	11,20 z³	9	Singaporean Hokkien Fried Mee	Fuller	Wiceprezes ds. sprzeda¿y	WA
04.11.1996	Niemcy	7,30 z³	80	Teatime Chocolate Biscuits	Fuller	Wiceprezes ds. sprzeda¿y	WA
05.11.1996	USA	30,40 z³	20	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
05.11.1996	USA	31,20 z³	36	Alice Mutton	Leverling	Przedstawiciel handlowy	WA
06.11.1996	Brazylia	14,70 z³	4	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
06.11.1996	Brazylia	11,20 z³	10	NuNuCa Nuß-Nougat-Creme	Peacock	Przedstawiciel handlowy	WA
06.11.1996	Brazylia	6,20 z³	6	Rhönbräu Klosterbier	Peacock	Przedstawiciel handlowy	WA
06.11.1996	Brazylia	14,40 z³	50	Chartreuse verte	Peacock	Przedstawiciel handlowy	WA
07.11.1996	Niemcy	7,20 z³	25	Tunnbröd	Peacock	Przedstawiciel handlowy	WA
07.11.1996	Niemcy	14,40 z³	15	Chai	Peacock	Przedstawiciel handlowy	WA
08.11.1996	USA	5,90 z³	24	Tourtiere	King	Przedstawiciel handlowy	
11.11.1996	Francja	28,80 z³	18	Gudbrandsdalsost	Suyama	Przedstawiciel handlowy	
11.11.1996	Austria	210,80 z³	20	Côte de Blaye	Davolio	Przedstawiciel handlowy	WA
11.11.1996	Austria	7,70 z³	13	Jack's New England Clam Chowder	Davolio	Przedstawiciel handlowy	WA
11.11.1996	Austria	16,80 z³	10	Louisiana Fiery Hot Pepper Sauce	Davolio	Przedstawiciel handlowy	WA
11.11.1996	Austria	15,50 z³	77	Gula Malacca	Davolio	Przedstawiciel handlowy	WA
11.11.1996	Francja	13,00 z³	15	Valkoinen suklaa	Suyama	Przedstawiciel handlowy	
12.11.1996	Portugalia	3,60 z³	10	Guaraná Fantástica	Leverling	Przedstawiciel handlowy	WA
12.11.1996	Portugalia	5,90 z³	20	Tourtiere	Leverling	Przedstawiciel handlowy	WA
13.11.1996	Austria	210,80 z³	50	Côte de Blaye	King	Przedstawiciel handlowy	
13.11.1996	Austria	16,80 z³	12	Queso Cabrales	King	Przedstawiciel handlowy	
14.11.1996	Meksyk	99,00 z³	4	Thüringer Rostbratwurst	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
14.11.1996	Meksyk	14,40 z³	12	Chai	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
15.11.1996	Wielka Brytania	15,60 z³	25	Ravioli Angelo	Suyama	Przedstawiciel handlowy	
15.11.1996	Wielka Brytania	3,60 z³	25	Guaraná Fantástica	Suyama	Przedstawiciel handlowy	
18.11.1996	Niemcy	10,00 z³	30	Gorgonzola Telino	Suyama	Przedstawiciel handlowy	
18.11.1996	Niemcy	19,20 z³	12	Pâte chinois	Suyama	Przedstawiciel handlowy	
18.11.1996	Niemcy	28,80 z³	20	Gudbrandsdalsost	Suyama	Przedstawiciel handlowy	
19.11.1996	Wenezuela	24,90 z³	16	Gumbär Gummibärchen	Davolio	Przedstawiciel handlowy	WA
19.11.1996	Wenezuela	24,80 z³	30	Ikura	Davolio	Przedstawiciel handlowy	WA
19.11.1996	Wenezuela	27,20 z³	8	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
20.11.1996	Francja	3,60 z³	10	Guaraná Fantástica	Buchanan	Dyrektor ds. sprzeda¿y	
20.11.1996	Francja	15,20 z³	20	Inlagd Sill	Buchanan	Dyrektor ds. sprzeda¿y	
20.11.1996	Francja	11,20 z³	10	Sasquatch Ale	Buchanan	Dyrektor ds. sprzeda¿y	
21.11.1996	Wielka Brytania	10,00 z³	70	Gorgonzola Telino	Buchanan	Dyrektor ds. sprzeda¿y	
21.11.1996	Wielka Brytania	27,20 z³	80	Camembert Pierrot	Buchanan	Dyrektor ds. sprzeda¿y	
21.11.1996	Wielka Brytania	13,90 z³	56	Pavlova	Buchanan	Dyrektor ds. sprzeda¿y	
22.11.1996	Niemcy	14,40 z³	54	Chartreuse verte	Davolio	Przedstawiciel handlowy	WA
22.11.1996	Francja	210,80 z³	10	Côte de Blaye	Peacock	Przedstawiciel handlowy	WA
22.11.1996	Francja	5,90 z³	28	Tourtiere	Peacock	Przedstawiciel handlowy	WA
22.11.1996	Francja	16,00 z³	35	Maxilaku	Peacock	Przedstawiciel handlowy	WA
22.11.1996	Niemcy	27,20 z³	55	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
22.11.1996	Francja	99,00 z³	35	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
22.11.1996	Francja	36,40 z³	30	Rössle Sauerkraut	Peacock	Przedstawiciel handlowy	WA
25.11.1996	Francja	42,40 z³	20	Manjimup Dried Apples	Leverling	Przedstawiciel handlowy	WA
25.11.1996	Francja	5,90 z³	24	Tourtiere	Leverling	Przedstawiciel handlowy	WA
25.11.1996	Francja	11,20 z³	50	NuNuCa Nuß-Nougat-Creme	Leverling	Przedstawiciel handlowy	WA
26.11.1996	Niemcy	6,20 z³	12	Rhönbräu Klosterbier	Peacock	Przedstawiciel handlowy	WA
26.11.1996	Wielka Brytania	17,20 z³	5	Flotemysost	Davolio	Przedstawiciel handlowy	WA
26.11.1996	Niemcy	14,40 z³	12	Lakkalikööri	Peacock	Przedstawiciel handlowy	WA
26.11.1996	Niemcy	10,00 z³	20	Gorgonzola Telino	Peacock	Przedstawiciel handlowy	WA
26.11.1996	Wielka Brytania	28,80 z³	30	Gudbrandsdalsost	Davolio	Przedstawiciel handlowy	WA
27.11.1996	Meksyk	16,80 z³	24	Queso Cabrales	Leverling	Przedstawiciel handlowy	WA
28.11.1996	Dania	16,80 z³	15	Louisiana Fiery Hot Pepper Sauce	King	Przedstawiciel handlowy	
28.11.1996	Hiszpania	10,40 z³	5	Original Frankfurter grüne Soße	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
28.11.1996	Dania	10,40 z³	7	Original Frankfurter grüne Soße	King	Przedstawiciel handlowy	
28.11.1996	Dania	5,90 z³	18	Tourtiere	King	Przedstawiciel handlowy	
28.11.1996	Hiszpania	16,80 z³	5	Louisiana Fiery Hot Pepper Sauce	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
28.11.1996	Dania	11,20 z³	36	Sasquatch Ale	King	Przedstawiciel handlowy	
29.11.1996	Austria	26,60 z³	35	Wimmers gute Semmelknödel	Fuller	Wiceprezes ds. sprzeda¿y	WA
29.11.1996	Austria	8,00 z³	5	Sir Rodney's Scones	Fuller	Wiceprezes ds. sprzeda¿y	WA
29.11.1996	Austria	15,60 z³	25	Ravioli Angelo	Fuller	Wiceprezes ds. sprzeda¿y	WA
29.11.1996	Austria	36,40 z³	13	Rössle Sauerkraut	Fuller	Wiceprezes ds. sprzeda¿y	WA
02.12.1996	USA	99,00 z³	20	Thüringer Rostbratwurst	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
02.12.1996	USA	30,40 z³	18	Gnocchi di nonna Alice	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
03.12.1996	Szwajcaria	26,60 z³	30	Wimmers gute Semmelknödel	Suyama	Przedstawiciel handlowy	
03.12.1996	Szwajcaria	14,40 z³	15	Chai	Suyama	Przedstawiciel handlowy	
03.12.1996	Szwajcaria	8,00 z³	20	Longlife Tofu	Suyama	Przedstawiciel handlowy	
03.12.1996	Francja	15,20 z³	6	Inlagd Sill	Davolio	Przedstawiciel handlowy	WA
04.12.1996	Brazylia	210,80 z³	40	Côte de Blaye	Buchanan	Dyrektor ds. sprzeda¿y	
04.12.1996	Brazylia	27,80 z³	42	Mozzarella di Giovanni	Buchanan	Dyrektor ds. sprzeda¿y	
04.12.1996	Brazylia	64,80 z³	12	Sir Rodney's Marmalade	Buchanan	Dyrektor ds. sprzeda¿y	
04.12.1996	Brazylia	27,20 z³	70	Camembert Pierrot	Buchanan	Dyrektor ds. sprzeda¿y	
05.12.1996	Irlandia	17,20 z³	50	Flotemysost	Peacock	Przedstawiciel handlowy	WA
05.12.1996	Polska	10,60 z³	15	Escargots de Bourgogne	Davolio	Przedstawiciel handlowy	WA
05.12.1996	Irlandia	10,60 z³	80	Escargots de Bourgogne	Peacock	Przedstawiciel handlowy	WA
05.12.1996	Polska	10,00 z³	30	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
06.12.1996	USA	5,90 z³	10	Tourtiere	Leverling	Przedstawiciel handlowy	WA
06.12.1996	USA	18,60 z³	15	Tofu	Leverling	Przedstawiciel handlowy	WA
09.12.1996	Wielka Brytania	36,40 z³	20	Rössle Sauerkraut	Davolio	Przedstawiciel handlowy	WA
09.12.1996	Wielka Brytania	14,40 z³	20	Chartreuse verte	Davolio	Przedstawiciel handlowy	WA
09.12.1996	Kanada	10,00 z³	42	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
10.12.1996	Szwecja	17,20 z³	6	Flotemysost	Buchanan	Dyrektor ds. sprzeda¿y	
11.12.1996	Brazylia	35,10 z³	16	Vegie-spread	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.12.1996	Brazylia	7,70 z³	8	Jack's New England Clam Chowder	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.12.1996	Brazylia	16,80 z³	20	Louisiana Fiery Hot Pepper Sauce	Fuller	Wiceprezes ds. sprzeda¿y	WA
12.12.1996	Irlandia	12,00 z³	30	Outback Lager	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
12.12.1996	Irlandia	20,70 z³	18	Nord-Ost Matjeshering	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
12.12.1996	Wenezuela	8,00 z³	14	Longlife Tofu	Leverling	Przedstawiciel handlowy	WA
12.12.1996	Irlandia	27,20 z³	6	Camembert Pierrot	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
12.12.1996	Irlandia	26,20 z³	20	Perth Pasties	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
13.12.1996	Austria	8,00 z³	50	Longlife Tofu	Peacock	Przedstawiciel handlowy	WA
13.12.1996	Austria	99,00 z³	14	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
13.12.1996	Austria	2,00 z³	60	Geitost	Peacock	Przedstawiciel handlowy	WA
13.12.1996	Austria	50,00 z³	9	Carnarvon Tigers	Peacock	Przedstawiciel handlowy	WA
13.12.1996	Austria	17,00 z³	32	Chef Anton's Gumbo Mix	Peacock	Przedstawiciel handlowy	WA
16.12.1996	Szwecja	27,20 z³	15	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
16.12.1996	Wielka Brytania	4,80 z³	20	Konbu	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.12.1996	Wielka Brytania	13,00 z³	15	Valkoinen suklaa	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.12.1996	Wielka Brytania	30,40 z³	20	Gnocchi di nonna Alice	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.12.1996	Szwecja	64,80 z³	28	Sir Rodney's Marmalade	Leverling	Przedstawiciel handlowy	WA
17.12.1996	USA	10,00 z³	8	Scottish Longbreads	Davolio	Przedstawiciel handlowy	WA
17.12.1996	USA	24,00 z³	10	Uncle Bob's Organic Dried Pears	Davolio	Przedstawiciel handlowy	WA
17.12.1996	USA	27,20 z³	20	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
18.12.1996	Norwegia	44,00 z³	12	Raclette Courdavault	Davolio	Przedstawiciel handlowy	WA
18.12.1996	Norwegia	36,40 z³	6	Rössle Sauerkraut	Davolio	Przedstawiciel handlowy	WA
18.12.1996	Norwegia	3,60 z³	15	Guaraná Fantástica	Davolio	Przedstawiciel handlowy	WA
18.12.1996	Norwegia	17,20 z³	15	Flotemysost	Davolio	Przedstawiciel handlowy	WA
18.12.1996	Brazylia	3,60 z³	15	Guaraná Fantástica	Dodsworth	Przedstawiciel handlowy	
18.12.1996	Brazylia	11,20 z³	10	Sasquatch Ale	Dodsworth	Przedstawiciel handlowy	
19.12.1996	Wielka Brytania	26,20 z³	40	Perth Pasties	Fuller	Wiceprezes ds. sprzeda¿y	WA
19.12.1996	Wielka Brytania	5,60 z³	20	Filo Mix	Fuller	Wiceprezes ds. sprzeda¿y	WA
19.12.1996	Wielka Brytania	7,60 z³	15	Rogede sild	Fuller	Wiceprezes ds. sprzeda¿y	WA
20.12.1996	Kanada	39,40 z³	20	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
20.12.1996	Kanada	12,00 z³	30	Outback Lager	Peacock	Przedstawiciel handlowy	WA
20.12.1996	Kanada	24,80 z³	16	Ikura	Peacock	Przedstawiciel handlowy	WA
20.12.1996	Kanada	19,20 z³	15	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
23.12.1996	Austria	10,00 z³	60	Gorgonzola Telino	Suyama	Przedstawiciel handlowy	
23.12.1996	Niemcy	4,80 z³	18	Konbu	Leverling	Przedstawiciel handlowy	WA
23.12.1996	Austria	9,60 z³	45	Spegesild	Suyama	Przedstawiciel handlowy	
23.12.1996	Austria	27,80 z³	24	Mozzarella di Giovanni	Suyama	Przedstawiciel handlowy	
23.12.1996	Austria	14,40 z³	40	Steeleye Stout	Suyama	Przedstawiciel handlowy	
24.12.1996	Austria	28,80 z³	50	Gudbrandsdalsost	Fuller	Wiceprezes ds. sprzeda¿y	WA
25.12.1996	USA	11,20 z³	7	NuNuCa Nuß-Nougat-Creme	Davolio	Przedstawiciel handlowy	WA
25.12.1996	USA	24,90 z³	70	Gumbär Gummibärchen	Davolio	Przedstawiciel handlowy	WA
25.12.1996	USA	18,60 z³	42	Tofu	Davolio	Przedstawiciel handlowy	WA
25.12.1996	USA	10,00 z³	32	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
25.12.1996	USA	4,80 z³	10	Konbu	Davolio	Przedstawiciel handlowy	WA
25.12.1996	USA	39,40 z³	10	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
25.12.1996	USA	15,20 z³	25	Chang	Davolio	Przedstawiciel handlowy	WA
26.12.1996	Wenezuela	9,60 z³	28	Spegesild	Suyama	Przedstawiciel handlowy	
26.12.1996	Wenezuela	28,80 z³	8	Gudbrandsdalsost	Suyama	Przedstawiciel handlowy	
26.12.1996	Wenezuela	26,20 z³	70	Perth Pasties	Suyama	Przedstawiciel handlowy	
27.12.1996	Portugalia	42,40 z³	18	Manjimup Dried Apples	Buchanan	Dyrektor ds. sprzeda¿y	
27.12.1996	Portugalia	8,00 z³	10	Sir Rodney's Scones	Buchanan	Dyrektor ds. sprzeda¿y	
27.12.1996	Niemcy	7,20 z³	40	Tunnbröd	Davolio	Przedstawiciel handlowy	WA
27.12.1996	Niemcy	27,80 z³	21	Mozzarella di Giovanni	Davolio	Przedstawiciel handlowy	WA
27.12.1996	Niemcy	17,20 z³	60	Flotemysost	Davolio	Przedstawiciel handlowy	WA
30.12.1996	USA	19,20 z³	120	Pâte chinois	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.12.1996	USA	14,40 z³	30	Steeleye Stout	Fuller	Wiceprezes ds. sprzeda¿y	WA
31.12.1996	Dania	14,40 z³	35	Lakkalikööri	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
31.12.1996	Dania	10,00 z³	60	Scottish Longbreads	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
31.12.1996	Dania	17,20 z³	30	Flotemysost	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
31.12.1996	Dania	10,40 z³	14	Original Frankfurter grüne Soße	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
01.01.1997	Wielka Brytania	99,00 z³	21	Thüringer Rostbratwurst	Davolio	Przedstawiciel handlowy	WA
01.01.1997	USA	17,20 z³	60	Flotemysost	Davolio	Przedstawiciel handlowy	WA
01.01.1997	USA	30,40 z³	70	Gnocchi di nonna Alice	Davolio	Przedstawiciel handlowy	WA
01.01.1997	USA	20,70 z³	18	Nord-Ost Matjeshering	Davolio	Przedstawiciel handlowy	WA
01.01.1997	Wielka Brytania	14,40 z³	35	Steeleye Stout	Davolio	Przedstawiciel handlowy	WA
01.01.1997	Wielka Brytania	16,00 z³	30	Maxilaku	Davolio	Przedstawiciel handlowy	WA
01.01.1997	USA	16,80 z³	20	Louisiana Fiery Hot Pepper Sauce	Davolio	Przedstawiciel handlowy	WA
02.01.1997	Austria	35,10 z³	65	Vegie-spread	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
02.01.1997	Austria	7,20 z³	60	Tunnbröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
03.01.1997	Austria	10,20 z³	70	Chocolade	Peacock	Przedstawiciel handlowy	WA
03.01.1997	W³ochy	24,90 z³	30	Gumbär Gummibärchen	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.01.1997	Austria	13,90 z³	21	Pavlova	Peacock	Przedstawiciel handlowy	WA
03.01.1997	W³ochy	11,20 z³	40	Singaporean Hokkien Fried Mee	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.01.1997	W³ochy	16,00 z³	30	Maxilaku	Fuller	Wiceprezes ds. sprzeda¿y	WA
06.01.1997	Wenezuela	8,00 z³	50	Aniseed Syrup	Davolio	Przedstawiciel handlowy	WA
07.01.1997	Brazylia	14,40 z³	10	Chai	King	Przedstawiciel handlowy	
07.01.1997	Niemcy	16,80 z³	30	Queso Cabrales	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.01.1997	Niemcy	28,80 z³	15	Gudbrandsdalsost	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.01.1997	Niemcy	17,20 z³	15	Flotemysost	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.01.1997	Brazylia	8,00 z³	30	Sir Rodney's Scones	King	Przedstawiciel handlowy	
07.01.1997	Brazylia	14,70 z³	2	Boston Crab Meat	King	Przedstawiciel handlowy	
07.01.1997	Brazylia	36,40 z³	42	Rössle Sauerkraut	King	Przedstawiciel handlowy	
07.01.1997	Brazylia	15,20 z³	5	Inlagd Sill	King	Przedstawiciel handlowy	
08.01.1997	Francja	5,90 z³	6	Tourtiere	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
08.01.1997	Francja	39,40 z³	35	Tarte au sucre	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
08.01.1997	Francja	20,80 z³	10	Gravad lax	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
09.01.1997	Argentyna	18,60 z³	12	Tofu	Leverling	Przedstawiciel handlowy	WA
09.01.1997	Argentyna	8,00 z³	12	Sir Rodney's Scones	Leverling	Przedstawiciel handlowy	WA
10.01.1997	Kanada	44,00 z³	9	Raclette Courdavault	Dodsworth	Przedstawiciel handlowy	
10.01.1997	Kanada	2,00 z³	49	Geitost	Leverling	Przedstawiciel handlowy	WA
10.01.1997	Kanada	44,00 z³	16	Raclette Courdavault	Leverling	Przedstawiciel handlowy	WA
10.01.1997	Kanada	15,50 z³	40	Gula Malacca	Dodsworth	Przedstawiciel handlowy	
10.01.1997	Kanada	7,70 z³	25	Jack's New England Clam Chowder	Dodsworth	Przedstawiciel handlowy	
13.01.1997	Finlandia	18,60 z³	20	Tofu	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
14.01.1997	Francja	14,40 z³	14	Lakkalikööri	Leverling	Przedstawiciel handlowy	WA
14.01.1997	Brazylia	2,00 z³	50	Geitost	Fuller	Wiceprezes ds. sprzeda¿y	WA
14.01.1997	Francja	14,40 z³	24	Chai	Leverling	Przedstawiciel handlowy	WA
14.01.1997	Francja	39,40 z³	40	Tarte au sucre	Leverling	Przedstawiciel handlowy	WA
14.01.1997	Brazylia	7,30 z³	18	Teatime Chocolate Biscuits	Fuller	Wiceprezes ds. sprzeda¿y	WA
15.01.1997	USA	31,20 z³	2	Alice Mutton	Leverling	Przedstawiciel handlowy	WA
15.01.1997	USA	2,00 z³	20	Geitost	Leverling	Przedstawiciel handlowy	WA
16.01.1997	Dania	10,40 z³	35	Original Frankfurter grüne Soße	Peacock	Przedstawiciel handlowy	WA
16.01.1997	Finlandia	7,30 z³	20	Teatime Chocolate Biscuits	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.01.1997	Dania	9,60 z³	2	Spegesild	Peacock	Przedstawiciel handlowy	WA
16.01.1997	Finlandia	15,60 z³	20	Ravioli Angelo	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.01.1997	Dania	10,00 z³	36	Scottish Longbreads	Peacock	Przedstawiciel handlowy	WA
16.01.1997	Finlandia	26,20 z³	10	Perth Pasties	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
16.01.1997	Dania	210,80 z³	50	Côte de Blaye	Peacock	Przedstawiciel handlowy	WA
17.01.1997	Niemcy	7,60 z³	55	Zaanse koeken	Peacock	Przedstawiciel handlowy	WA
17.01.1997	Niemcy	15,20 z³	60	Chang	Peacock	Przedstawiciel handlowy	WA
17.01.1997	Niemcy	8,00 z³	15	Longlife Tofu	Peacock	Przedstawiciel handlowy	WA
17.01.1997	Niemcy	22,80 z³	16	Sirop d'érable	Peacock	Przedstawiciel handlowy	WA
20.01.1997	Szwajcaria	28,80 z³	20	Gudbrandsdalsost	Peacock	Przedstawiciel handlowy	WA
20.01.1997	Szwajcaria	27,20 z³	60	Camembert Pierrot	Peacock	Przedstawiciel handlowy	WA
21.01.1997	Brazylia	12,00 z³	8	Outback Lager	Leverling	Przedstawiciel handlowy	WA
21.01.1997	Brazylia	7,30 z³	4	Teatime Chocolate Biscuits	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1997	Brazylia	4,80 z³	2	Konbu	Leverling	Przedstawiciel handlowy	WA
21.01.1997	Brazylia	26,20 z³	15	Perth Pasties	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1997	Brazylia	12,00 z³	20	Röd Kaviar	Leverling	Przedstawiciel handlowy	WA
21.01.1997	Brazylia	10,40 z³	10	Original Frankfurter grüne Soße	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1997	Brazylia	24,90 z³	30	Gumbär Gummibärchen	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1997	Brazylia	77,60 z³	20	Mishi Kobe Niku	Leverling	Przedstawiciel handlowy	WA
22.01.1997	W³ochy	24,90 z³	2	Gumbär Gummibärchen	Fuller	Wiceprezes ds. sprzeda¿y	WA
23.01.1997	Brazylia	10,00 z³	14	Gorgonzola Telino	Suyama	Przedstawiciel handlowy	
23.01.1997	Kanada	10,00 z³	30	Scottish Longbreads	King	Przedstawiciel handlowy	
23.01.1997	Kanada	14,40 z³	60	Steeleye Stout	King	Przedstawiciel handlowy	
23.01.1997	Brazylia	44,00 z³	20	Raclette Courdavault	Suyama	Przedstawiciel handlowy	
23.01.1997	Kanada	210,80 z³	49	Côte de Blaye	King	Przedstawiciel handlowy	
24.01.1997	Francja	14,40 z³	20	Lakkalikööri	Suyama	Przedstawiciel handlowy	
24.01.1997	Francja	19,20 z³	10	Pâte chinois	Suyama	Przedstawiciel handlowy	
27.01.1997	Hiszpania	30,40 z³	5	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
27.01.1997	Hiszpania	26,60 z³	7	Wimmers gute Semmelknödel	Peacock	Przedstawiciel handlowy	WA
27.01.1997	Austria	18,60 z³	35	Tofu	Peacock	Przedstawiciel handlowy	WA
28.01.1997	W³ochy	9,60 z³	20	Spegesild	King	Przedstawiciel handlowy	
29.01.1997	Irlandia	35,10 z³	35	Vegie-spread	Leverling	Przedstawiciel handlowy	WA
29.01.1997	Irlandia	13,00 z³	40	Valkoinen suklaa	Leverling	Przedstawiciel handlowy	WA
30.01.1997	Kanada	7,60 z³	30	Zaanse koeken	Peacock	Przedstawiciel handlowy	WA
30.01.1997	Austria	30,40 z³	30	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
30.01.1997	Austria	31,20 z³	45	Alice Mutton	Peacock	Przedstawiciel handlowy	WA
30.01.1997	Kanada	14,70 z³	50	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
30.01.1997	Kanada	31,20 z³	50	Alice Mutton	Peacock	Przedstawiciel handlowy	WA
30.01.1997	Austria	44,00 z³	70	Raclette Courdavault	Peacock	Przedstawiciel handlowy	WA
30.01.1997	Austria	8,00 z³	50	Sir Rodney's Scones	Peacock	Przedstawiciel handlowy	WA
31.01.1997	USA	5,90 z³	40	Tourtiere	Leverling	Przedstawiciel handlowy	WA
31.01.1997	USA	24,90 z³	10	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
03.02.1997	Portugalia	30,40 z³	28	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
03.02.1997	Szwecja	14,40 z³	18	Lakkalikööri	Leverling	Przedstawiciel handlowy	WA
03.02.1997	Szwecja	16,80 z³	6	Queso Cabrales	Leverling	Przedstawiciel handlowy	WA
04.02.1997	Wielka Brytania	27,80 z³	10	Mozzarella di Giovanni	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
04.02.1997	Wielka Brytania	16,80 z³	12	Gustaf's Knäckebröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
04.02.1997	Wielka Brytania	15,20 z³	10	Chang	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
05.02.1997	Francja	9,60 z³	5	Spegesild	Leverling	Przedstawiciel handlowy	WA
05.02.1997	Finlandia	26,20 z³	15	Perth Pasties	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
05.02.1997	Francja	26,60 z³	30	Wimmers gute Semmelknödel	Leverling	Przedstawiciel handlowy	WA
05.02.1997	Francja	6,20 z³	24	Rhönbräu Klosterbier	Leverling	Przedstawiciel handlowy	WA
05.02.1997	Francja	30,40 z³	40	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
06.02.1997	Niemcy	11,20 z³	20	Sasquatch Ale	Leverling	Przedstawiciel handlowy	WA
06.02.1997	Niemcy	15,60 z³	15	Ravioli Angelo	Leverling	Przedstawiciel handlowy	WA
06.02.1997	Niemcy	7,30 z³	15	Teatime Chocolate Biscuits	Leverling	Przedstawiciel handlowy	WA
07.02.1997	Kanada	8,00 z³	30	Longlife Tofu	Suyama	Przedstawiciel handlowy	
07.02.1997	Kanada	26,60 z³	6	Wimmers gute Semmelknödel	Suyama	Przedstawiciel handlowy	
07.02.1997	Kanada	30,40 z³	15	Queso Manchego La Pastora	Suyama	Przedstawiciel handlowy	
07.02.1997	Kanada	13,90 z³	16	Pavlova	Suyama	Przedstawiciel handlowy	
10.02.1997	USA	22,80 z³	90	Sirop d'érable	Peacock	Przedstawiciel handlowy	WA
10.02.1997	USA	15,20 z³	45	Chang	Peacock	Przedstawiciel handlowy	WA
10.02.1997	USA	35,10 z³	50	Schoggi Schokolade	Leverling	Przedstawiciel handlowy	WA
10.02.1997	USA	99,00 z³	24	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
